,Year,Brand,Model,Comb_CO2,Prediction
1197,2014,Lamborghini,Aventador Roadster,742,718.9199798
1200,2014,Lamborghini,Gallardo Coupe,634,600.274009
1204,2014,MAZDA,MX-5,356,367.0463432
1206,2014,McLaren Automotive Limted,MP4-12C Coupe,501,514.5300937
1207,2014,McLaren Automotive Limted,MP4-12C Spider,501,514.5300937
1211,2014,Mercedes-Benz,SLK 250,339,368.883302
1212,2014,Mercedes-Benz,SLK 250,343,365.6986199
1213,2014,Mercedes-Benz,SLK 350,368,435.9455275
1219,2014,Mercedes-Benz,SLS AMG Roadster,592,627.1863146
1221,2014,Mercedes-Benz,Smart fortwo (COUPE),243,282.525711
1222,2014,Mini,Mini Cooper Clubvan,295,333.1385647
1224,2014,Mini,Mini Cooper Coupe,287,326.1651307
1225,2014,Mini,Mini Cooper Coupe,273,322.6784136
1228,2014,Mini,Mini Cooper S Coupe,312,341.9223141
1229,2014,Mini,Mini Cooper S Coupe,301,341.9223141
1231,2014,Mini,Mini Cooper S Roadster,301,341.9223141
1233,2014,Mini,Mini John Cooper Works Coupe,301,341.9223141
1234,2014,Mini,Mini John Cooper Works Roadster,312,341.9223141
1235,2014,Mini,Mini John Cooper Works Roadster,301,341.9223141
1236,2014,NISSAN,370Z,413,456.2351164
1238,2014,NISSAN,370Z Roadster,431,466.6952674
1242,2014,Porsche,Boxster,374,407.3899624
1243,2014,Porsche,Boxster S,370,432.7741672
1244,2014,Porsche,Boxster S,395,436.5629191
1245,2014,Porsche,Cayman,349,396.6277765
1246,2014,Porsche,Cayman,374,407.3899624
1247,2014,Porsche,Cayman S,370,432.7741672
1248,2014,Porsche,Cayman S,395,436.5629191
1249,2014,SRT,Viper,607,701.7575411
1250,2014,Aston Martin Lagonda Ltd,DB9,588,630.4595121
1251,2014,Aston Martin Lagonda Ltd,Vanquish,588,630.4595121
1254,2014,FIAT,500,295,326.7958439
1258,2014,Jaguar,XK,474,530.1578356
1259,2014,Jaguar,XK,508,558.1854854
1264,2014,Lotus Cars Ltd,Evora,420,457.1678645
1265,2014,Lotus Cars Ltd,Evora,433,481.7087973
1267,2014,Mini,Mini Cooper Convertible,291,326.1651307
1268,2014,Mini,Mini Cooper S Convertible,312,341.9223141
1270,2014,Mini,Mini John Cooper Works Conv.,312,341.9223141
1272,2014,Porsche,911 Carrera,384,439.7476012
1273,2014,Porsche,911 Carrera,407,446.7210352
1275,2014,Porsche,911 Carrera 4,404,446.7210352
1276,2014,Porsche,911 Carrera 4 Cabriolet,397,446.7210352
1278,2014,Porsche,911 Carrera 4S,407,459.4064767
1281,2014,Porsche,911 Carrera 4S Cabriolet,424,469.8666278
1282,2014,Porsche,911 Carrera Cabriolet,384,439.7476012
1283,2014,Porsche,911 Carrera Cabriolet,405,446.7210352
1285,2014,Porsche,911 Carrera S,409,459.4064767
1286,2014,Porsche,911 Carrera S Cabriolet,406,459.4064767
1287,2014,Porsche,911 Carrera S Cabriolet,413,459.4064767
1289,2014,Porsche,911 Targa 4,420,457.1811863
1291,2014,Porsche,911 Targa 4S,430,469.8666278
1295,2014,Porsche,911 Turbo S Cabriolet,448,485.6238112
1296,2014,SCION,FR-S,316,352.7974402
1299,2014,Subaru,BRZ,317,352.7974402
1301,2014,Aston Martin Lagonda Ltd,Rapide S,588,630.4595121
1311,2014,Audi,TT Coupe quattro,346,372.0413406
1312,2014,Bentley Motors Ltd.,Continental GT Speed Convertible,604,648.7839861
1318,2014,BMW,428i xDrive Convertible,356,385.384139
1320,2014,BMW,640i Convertible,376,432.0571572
1321,2014,BMW,640i Coupe,349,425.0837231
1322,2014,BMW,640i xDrive Convertible,382,439.0305912
1324,2014,BMW,650i Convertible,455,515.822636
1325,2014,BMW,650i Coupe,455,515.822636
1326,2014,BMW,650i xDrive Convertible,470,526.282787
1330,2014,BMW,M6 Convertible,554,561.4519921
1332,2014,BMW,M6 Coupe,554,561.4519921
1333,2014,BMW,M6 Coupe,518,544.3204419
1335,2014,Chevrolet,SPARK,258,292.8614219
1338,2014,Ford,Fiesta SFE FWD,247,288.3290165
1339,2014,Ford,Fiesta SFE FWD,281,315.7049796
1344,2014,Ford,MUSTANG,489,583.5563684
1345,2014,Ford,MUSTANG CONVERTIBLE,389,435.6168491
1350,2014,INFINITI,Q60 AWD Coupe,435,473.6687014
1354,2014,INFINITI,Q60 Coupe,440,470.4840193
1355,2014,LEXUS,IS 250 C,359,401.0472416
1357,2014,LEXUS,IS F,475,546.987351
1360,2014,Mercedes-Benz,C 250 (Coupe),353,375.8567361
1361,2014,Mercedes-Benz,C 350 (Coupe),382,442.9189616
1362,2014,Mercedes-Benz,C 350 4MATIC (Coupe),398,449.8923956
1364,2014,Mercedes-Benz,E 350 (convertible),390,442.9189616
1365,2014,Mercedes-Benz,E 350 (convertible),396,449.8923956
1366,2014,Mercedes-Benz,E 350 (coupe),373,435.9455275
1368,2014,Mercedes-Benz,E 350 (coupe),386,442.9189616
1369,2014,Mercedes-Benz,E 350 4MATIC (coupe),387,442.9189616
1378,2014,Mini,Mini Cooper S (3-doors),300,354.6077556
1380,2014,Mini,Mini Cooper S Clubman,312,341.9223141
1381,2014,Mini,Mini Cooper S Clubman,301,341.9223141
1384,2014,NISSAN,GT-R,472,492.8992801
1387,2014,SCION,xD,301,326.1384871
1399,2014,Acura,TSX,346,372.7583506
1401,2014,Acura,TSX,392,436.5495973
1402,2014,Audi,A4,333,374.9239879
1405,2014,Audi,S4,413,462.0632435
1409,2014,BMW,320i,320,367.9505539
1414,2014,BMW,328i,323,374.9239879
1415,2014,BMW,328i,337,372.0413406
1420,2014,BMW,335i xDrive,390,432.6612269
1421,2014,BMW,428i Coupe,323,374.9239879
1424,2014,BMW,435i Coupe,349,425.0837231
1425,2014,BMW,435i Coupe,379,432.6612269
1426,2014,BMW,435i xDrive Coupe,375,432.0571572
1427,2014,BMW,435i xDrive Coupe,390,432.6612269
1428,2014,BMW,640i Gran Coupe,376,432.0571572
1429,2014,BMW,640i xDrive Gran Coupe,382,439.0305912
1430,2014,BMW,650i Gran Coupe,455,515.822636
1431,2014,BMW,650i xDrive Gran Coupe,470,526.282787
1432,2014,BMW,ActiveHybrid 3,314,318.9035412
1434,2014,BMW,M6 Gran Coupe,518,544.3204419
1435,2014,Buick,VERANO,371,375.5280577
1436,2014,Buick,VERANO,369,375.5280577
1439,2014,Cadillac,ATS,387,382.5014917
1446,2014,Chevrolet,CAMARO,439,453.3657909
1448,2014,Chevrolet,CAMARO,630,659.0027162
1449,2014,Chevrolet,CAMARO,558,624.1355461
1450,2014,Chevrolet,CAMARO,480,554.2672921
1451,2014,Chevrolet,CAMARO,582,649.3725155
1452,2014,Chevrolet,SONIC,291,321.6327252
1454,2014,Chevrolet,SONIC,313,339.4812854
1455,2014,Chevrolet,SONIC,301,325.8364523
1456,2014,Chevrolet,SONIC RS,314,335.5795933
1457,2014,Chevrolet,SONIC RS,302,328.6061593
1462,2014,Ford,FOCUS FWD,289,331.8771381
1463,2014,Ford,FOCUS FWD,300,332.179173
1465,2014,Ford,Focus FWD FFV,292,335.3638552
1466,2014,Ford,Focus FWD FFV,292,335.3638552
1467,2014,Ford,Focus FWD FFV,300,332.179173
1470,2014,Honda,CIVIC,268,302.6375726
1471,2014,Honda,CIVIC,271,321.7456655
1473,2014,Honda,CIVIC,352,382.9164668
1480,2014,HYUNDAI MOTOR COMPANY,Veloster,330,345.4090311
1482,2014,HYUNDAI MOTOR COMPANY,Veloster,317,341.9223141
1487,2014,INFINITI,Q50S HYBRID AWD,311,328.8141521
1490,2014,KIA MOTORS CORPORATION,Forte Koup,314,345.8240062
1495,2014,LEXUS,CT 200h,179,226.4212492
1499,2014,LEXUS,IS 350 AWD,413,457.1678645
1501,2014,MAZDA,MAZDA 2,281,309.3489371
1505,2014,MAZDA,MAZDA3 4-Door,275,344.247223
1507,2014,Mercedes-Benz,C 300 4MATIC,398,449.8923956
1509,2014,Mercedes-Benz,C 300 4MATIC,393,449.8923956
1512,2014,Mercedes-Benz,C 350,377,442.9189616
1513,2014,Mercedes-Benz,C 63 AMG,578,627.1863146
1515,2014,Mercedes-Benz,CL 600,638,640.8067229
1519,2014,Mercedes-Benz,CLA 250 4MATIC,332,371.7393058
1520,2014,Mercedes-Benz,CLA 45 AMG 4MATIC,345,375.2260228
1521,2014,Mercedes-Benz,CLS 550,442,522.152035
1522,2014,Mercedes-Benz,CLS 550 4MATIC,462,532.612186
1523,2014,Mercedes-Benz,CLS 63 AMG,469,557.983069
1526,2014,Mercedes-Benz,CLS 63 AMG S 4MATIC,496,568.4432201
1528,2014,Mini,Mini Cooper Countryman,291,326.1651307
1531,2014,Mini,Mini Cooper S Countryman,318,348.8957481
1533,2014,Mini,Mini Cooper S Countryman All4,340,359.3558991
1534,2014,Mini,Mini Cooper S Countryman All4,325,355.8691821
1535,2014,Mini,Mini Cooper S Paceman,318,348.8957481
1537,2014,Mini,Mini Cooper S Paceman ALL4,340,359.3558991
1539,2014,Mini,Mini JCW Countryman ALL4,340,359.3558991
1547,2014,Mitsubishi Motors Corporation,LANCER,346,362.2981996
1550,2014,Mitsubishi Motors Corporation,LANCER EVOLUTION,464,424.6441308
1551,2014,Mitsubishi Motors Corporation,MIRAGE,222,258.6961181
1554,2014,NISSAN,VERSA,249,289.3214179
1555,2014,NISSAN,VERSA,288,319.4937315
1557,2014,Rolls-Royce Motor Cars Limited,Phantom Drophead Coupe,637,679.6333445
1559,2014,SCION,tC,339,368.6542421
1562,2014,Subaru,IMPREZA AWD,424,423.0673476
1565,2014,TOYOTA,YARIS,273,306.1642549
1567,2014,Volkswagen,BEETLE,318,348.2650348
1573,2014,Volkswagen,BEETLE,358,379.6206663
1574,2014,Volkswagen,BEETLE,354,376.4359842
1575,2014,Volkswagen,CC,349,379.0147747
1579,2014,Volkswagen,GOLF,315,347.6343215
1588,2014,Volkswagen,Jetta,316,342.6393241
1590,2014,Volkswagen,Jetta,338,372.0413406
1595,2014,Acura,RLX,378,432.7608454
1598,2014,Acura,TL 4WD,419,463.5105853
1599,2014,Acura,TL 4WD,441,470.4840193
1602,2014,Audi,A6 quattro,349,407.650138
1604,2014,Audi,A7 quattro,349,407.650138
1606,2014,Audi,A8,420,465.2479256
1608,2014,Audi,RS7,472,513.5973455
1610,2014,Audi,S7,441,499.9525123
1611,2014,Audi,S8,483,524.0574966
1614,2014,BMW,528i,332,374.9239879
1616,2014,BMW,535d,337,400.676704
1621,2014,BMW,550i,455,515.822636
1625,2014,BMW,M5,518,544.3204419
1628,2014,Buick,LACROSSE,415,446.3923568
1631,2014,Buick,REGAL,369,375.5280577
1633,2014,Buick,REGAL,308,318.4951416
1636,2014,Cadillac,CTS,630,659.0027162
1637,2014,Cadillac,CTS,558,624.1355461
1639,2014,Cadillac,CTS SEDAN,381,382.5014917
1640,2014,Cadillac,CTS SEDAN,481,503.3860747
1644,2014,Cadillac,CTS V,630,659.0027162
1645,2014,Cadillac,CTS V,558,624.1355461
1649,2014,Chevrolet,CRUZE,305,332.5078514
1652,2014,Chevrolet,CRUZE ECO,269,314.6592912
1654,2014,Chevrolet,MALIBU,308,318.4951416
1655,2014,Chevrolet,MALIBU,307,354.7073741
1656,2014,Chevrolet,SONIC 5,291,321.6327252
1664,2014,Chrysler,200,397,439.4189228
1668,2014,Dodge,Challenger,421,446.6943917
1670,2014,Dodge,Challenger,493,562.8175093
1673,2014,Dodge,Dart,288,328.6061593
1675,2014,Dodge,Dart,305,338.8505722
1679,2014,Dodge,Dart Aero,275,325.1194422
1683,2014,"Ferrari North America, Inc.",FF,684,688.1702399
1684,2014,Ford,FUSION AWD,354,368.5546236
1688,2014,Ford,FUSION FWD,340,361.5811896
1691,2014,Honda,ACCORD,188,210.0724932
1692,2014,Honda,ACCORD,295,332.125886
1700,2014,HYUNDAI MOTOR COMPANY,Elantra,315,345.8240062
1706,2014,HYUNDAI MOTOR COMPANY,SONATA HYBRID,237,257.2357673
1711,2014,INFINITI,Q50a AWD,409,456.2351164
1715,2014,INFINITI,Q70 AWD,486,562.8308311
1719,2014,Jaguar,XF AWD,461,482.6815107
1721,2014,Jaguar,XF FFV,500,564.5548497
1725,2014,KIA MOTORS CORPORATION,Forte,318,345.8240062
1727,2014,KIA MOTORS CORPORATION,OPTIMA,369,375.5280577
1730,2014,KIA MOTORS CORPORATION,OPTIMA HYBRID EX,242,257.2357673
1734,2014,LEXUS,GS 350 AWD,413,457.1678645
1735,2014,LEXUS,GS 450h,283,330.4701366
1736,2014,LEXUS,LS 460,460,523.8417584
1737,2014,LEXUS,LS 460 AWD,487,534.3019095
1740,2014,LEXUS,LS 600h L,432,455.760863
1741,2014,Lincoln,MKZ AWD,354,368.5546236
1746,2014,MASERATI,Ghibli V6,482,473.8977613
1749,2014,MAZDA,MAZDA 6,275,344.247223
1751,2014,MAZDA,MAZDA3 5-Door,265,324.9037041
1754,2014,MAZDA,MAZDA3 5-Door,276,344.247223
1760,2014,Mercedes-Benz,E 350 4MATIC,382,442.9189616
1762,2014,Mercedes-Benz,E 550 4MATIC,435,515.1786009
1764,2014,Mercedes-Benz,E 63 AMG 4MATIC,475,557.983069
1768,2014,NISSAN,ALTIMA,350,418.5119425
1774,2014,Rolls-Royce Motor Cars Limited,Wraith,577,667.8121484
1775,2014,Subaru,LEGACY AWD,326,349.2441144
1778,2014,TOYOTA,AVALON,358,415.3272603
1779,2014,TOYOTA,AVALON,362,422.3006944
1788,2014,TOYOTA,COROLLA,280,325.5344174
1793,2014,Volkswagen,Passat,317,345.0803527
1800,2014,Audi,A8L,360,411.1368551
1801,2014,Audi,A8L,420,465.2479256
1805,2014,BMW,335i xDrive Gran Turismo,375,432.0571572
1807,2014,BMW,535i xDrive Gran Turismo,418,456.4641763
1811,2014,BMW,740Li,396,446.0040252
1812,2014,BMW,740Li xDrive,400,446.0040252
1815,2014,BMW,750Li,465,526.282787
1817,2014,BMW,760Li,586,648.7839861
1819,2014,BMW,Alpina B7 LWB,465,526.282787
1825,2014,BMW,X1 xDrive35i,423,450.094812
1826,2014,Cadillac,XTS,415,446.3923568
1829,2014,Chevrolet,CHEV SS,538,578.6743112
1834,2014,Chevrolet,IMPALA LIMITED,408,439.4189228
1836,2014,Chrysler,300,386,438.814853
1838,2014,Chrysler,300 AWD,413,452.7617211
1839,2014,Chrysler,300 AWD,413,452.7617211
1844,2014,Dodge,Charger,386,438.814853
1849,2014,Dodge,Charger AWD,503,552.6593932
1850,2014,Dodge,Charger SRT8,521,595.7792179
1851,2014,Ford,C-MAX Hybrid FWD,225,219.5026809
1857,2014,Ford,TAURUS FWD FFV,392,429.2741284
1860,2014,HYUNDAI MOTOR COMPANY,Genesis,411,459.1044419
1864,2014,Jaguar,XJ,504,564.5548497
1866,2014,Jaguar,XJ FFV,421,465.2479256
1867,2014,Jaguar,XJ FFV,504,564.5548497
1871,2014,Jaguar,XJL FFV,504,564.5548497
1873,2014,KIA MOTORS CORPORATION,Forte 5,367,362.8426161
1874,2014,KIA MOTORS CORPORATION,Forte 5,365,362.8426161
1875,2014,KIA MOTORS CORPORATION,Forte 5,321,345.8240062
1876,2014,KIA MOTORS CORPORATION,Forte 5,317,345.8240062
1877,2014,Lincoln,MKS AWD,446,458.9781798
1879,2014,Lincoln,MKS FWD,400,442.5902832
1882,2014,Mercedes-Benz,S 550,444,522.152035
1885,2014,Porsche,Panamera,411,453.063756
1886,2014,Porsche,Panamera 4,421,463.523907
1887,2014,Porsche,Panamera 4S,429,453.2794941
1897,2014,Rolls-Royce Motor Cars Limited,Phantom,638,679.6333445
1899,2014,Acura,TSX WAGON,358,379.7317847
1901,2014,BMW,328d xDrive Sports Wagon,288,343.5435348
1903,2014,Cadillac,CTS WAGON,423,427.3641946
1906,2014,Cadillac,CTS WAGON,558,624.1355461
1907,2014,Cadillac,CTS WAGON AWD,421,427.3641946
1909,2014,FIAT,500L,328,349.5264614
1911,2014,INFINITI,QX50,438,473.6687014
1913,2014,KIA MOTORS CORPORATION,Soul,332,340.1119987
1917,2014,Mitsubishi Motors Corporation,LANCER SPORTBACK,322,349.3107232
1919,2014,NISSAN,CUBE,313,323.5578747
1922,2014,NISSAN,JUKE,326,355.8691821
1924,2014,SCION,xB,365,373.0603855
1925,2014,SCION,xB,367,376.2450677
1928,2014,Subaru,IMPREZA WAGON AWD,424,423.0673476
1933,2014,Volkswagen,JETTA SPORTWAGEN,335,369.4625502
1937,2014,TOYOTA,PRIUS v,211,226.4212492
1942,2014,TOYOTA,TACOMA 2WD,417,403.4947688
1946,2014,NISSAN,FRONTIER 4WD,517,497.7337204
1947,2014,NISSAN,FRONTIER 4WD,499,486.9715345
1948,2014,TOYOTA,TACOMA 4WD,453,420.9283538
1950,2014,TOYOTA,TACOMA 4WD,499,483.7868523
1956,2014,Ford,F150 PICKUP 2WD,601,606.5680474
1957,2014,Ford,F150 PICKUP 2WD FFV,464,466.9973023
1959,2014,Ford,F150 PICKUP 2WD FFV,518,540.6179867
1960,2014,Ford,F150 PICKUP 2WD FFV,519,540.6179867
1962,2014,GMC,C15 SIERRA 2WD,477,525.7250487
1963,2014,GMC,C15 SIERRA 2WD,532,578.6743112
1964,2014,NISSAN,TITAN 2WD,599,584.3552029
1965,2014,NISSAN,TITAN 2WD,605,584.3552029
1966,2014,RAM,1500 4X2,438,442.5173082
1969,2014,RAM,1500 4X2,560,583.7378114
1973,2014,"Roush Industries, Inc.",F150 Pickup 2WD,805,735.7104906
1974,2014,TOYOTA,TUNDRA 2WD,507,497.7337204
1977,2014,Chevrolet,K15 SILVERADO 4WD,475,486.0254645
1981,2014,Ford,F150 PICKUP 4WD,512,493.84535
1983,2014,Ford,F150 PICKUP 4WD FFV,507,477.4574533
1984,2014,Ford,F150 PICKUP 4WD FFV,507,477.4574533
1985,2014,Ford,F150 PICKUP 4WD FFV,564,554.5648548
1989,2014,GMC,K15 SIERRA 4WD,490,536.1851998
1993,2014,NISSAN,TITAN 4WD,636,601.788788
1995,2014,RAM,1500 4X4,474,470.1953062
1996,2014,RAM,1500 4X4,474,470.1953062
1999,2014,"Roush Industries, Inc.",F150 Pickup 4WD,681,645.3534108
2000,2014,"Roush Industries, Inc.",F150 Pickup 4WD,805,735.7104906
2007,2014,Chevrolet,G1500 EXPRESS CONV 2WD CARGO,622,589.0900247
2008,2014,Chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,747,662.9862329
2009,2014,Chevrolet,H1500 EXPRESS AWD CARGO,621,589.0900247
2011,2014,Ford,E150 VAN FFV,611,549.456917
2014,2014,Ford,E250 VAN FFV,650,592.2613851
2019,2014,GMC,G1500 SAVANA CONV 2WD CARGO,622,589.0900247
2020,2014,GMC,G2500 SAVANA CONV 2WD CARGO MDPV,747,662.9862329
2022,2014,GMC,H1500 SAVANA CONV AWD CARGO,621,589.0900247
2023,2014,Chevrolet,G1500 EXPRESS 2WD PASS,622,589.0900247
2029,2014,Ford,E150 WAGON FFV,634,566.8905021
2030,2014,Ford,E150 WAGON FFV,671,613.1816872
2031,2014,Ford,E350 WAGON,801,717.5654333
2032,2014,Ford,E350 WAGON FFV,692,613.1816872
2035,2014,GMC,G2500 SAVANA 2WD PASS MDPV,710,638.5792138
2041,2014,Ford,Transit Connect Van 2WD,355,355.8691821
2046,2014,Lincoln,MKT LIVERY FWD,382,382.5014917
2048,2014,Mobility Ventures LLC,MV-1,481,465.7757087
2050,2014,Lincoln,MKT LIVERY AWD,462,466.9973023
2054,2014,Dodge,Grand Caravan,444,453.3657909
2055,2014,Honda,ODYSSEY 2WD,402,436.2475624
2057,2014,MAZDA,MAZDA 5,369,379.416428
2059,2014,NISSAN,QUEST,420,427.2975857
2061,2014,RAM,C/V,432,446.3923568
2064,2014,TOYOTA,SIENNA AWD,466,460.6545815
2065,2014,Acura,MDX 2WD,387,439.7342794
2072,2014,Chevrolet,EQUINOX FWD,455,453.3657909
2075,2014,Dodge,Journey,456,463.8259419
2078,2014,Ford,EDGE FWD,421,449.5637172
2079,2014,Ford,ESCAPE FWD,343,348.8957481
2081,2014,Ford,ESCAPE FWD,354,375.6276762
2083,2014,GMC,TERRAIN FWD,344,365.4828817
2084,2014,GMC,TERRAIN FWD,455,453.3657909
2090,2014,HYUNDAI MOTOR COMPANY,Santa Fe 2WD,432,436.8782757
2092,2014,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,385,386.4031838
2096,2014,INFINITI,QX60 FWD,402,449.8923956
2098,2014,Jeep,Cherokee FWD,359,382.0103622
2103,2014,Jeep,Compass FWD,374,379.4297498
2105,2014,Jeep,Patriot FWD,372,366.7443083
2108,2014,Jeep,Patriot FWD,374,379.4297498
2109,2014,Jeep,Patriot FWD,355,369.2716336
2110,2014,KIA MOTORS CORPORATION,Sorento 2WD,398,393.3766179
2112,2014,KIA MOTORS CORPORATION,Sorento 2WD,427,436.8782757
2114,2014,KIA MOTORS CORPORATION,Sportage 2WD,373,379.4297498
2115,2014,LEXUS,RX 350,428,443.2209964
2118,2014,MAZDA,CX-5 2WD,307,338.8505722
2119,2014,MAZDA,CX-5 2WD,302,338.8505722
2120,2014,MAZDA,CX-5 2WD,324,365.1675251
2122,2014,Mercedes-Benz,GLK 350,413,449.8923956
2123,2014,Mercedes-Benz,GLK 350,418,460.3525466
2124,2014,Mitsubishi Motors Corporation,OUTLANDER 2WD,326,361.9961647
2130,2014,NISSAN,ROGUE SELECT,358,359.7042654
2131,2014,NISSAN,XTERRA 2WD,489,483.7868523
2133,2014,TOYOTA,HIGHLANDER,398,402.890699
2138,2014,Volkswagen,TIGUAN,392,392.9616427
2140,2014,"Volvo Cars of North America, LLC",XC60 FWD,414,433.7069153
2151,2014,Buick,ENCORE AWD,348,342.5530273
2153,2014,Chevrolet,EQUINOX AWD,379,386.4031838
2159,2014,Ford,EDGE AWD,460,466.9973023
2160,2014,Ford,ESCAPE AWD,354,355.8691821
2164,2014,GMC,TERRAIN AWD,467,463.8259419
2165,2014,GMC,TERRAIN AWD,476,463.8259419
2166,2014,Honda,CROSSTOUR 4WD,405,436.2475624
2167,2014,Honda,CR-V 4WD,354,369.2716336
2170,2014,HYUNDAI MOTOR COMPANY,Santa Fe Sport 4WD,426,396.4483598
2173,2014,HYUNDAI MOTOR COMPANY,Tucson 4WD,393,373.7177423
2175,2014,INFINITI,QX60 AWD,413,460.3525466
2181,2014,Jeep,Cherokee 4x4 Active Drive II,416,443.2609617
2183,2014,Jeep,Cherokee Trailhawk 4X4,439,450.2343958
2185,2014,Jeep,Compass 4X4,416,384.4266412
2188,2014,Jeep,Patriot 4X4,416,384.4266412
2189,2014,Jeep,Patriot 4X4,357,369.2716336
2193,2014,Jeep,Wrangler Unlimited 4X4,503,474.2860929
2194,2014,KIA MOTORS CORPORATION,Sorento 4WD,423,400.3500519
2199,2014,Land Rover,Range Rover Evoque,369,395.5422551
2201,2014,LEXUS,RX 350 AWD,420,449.5903607
2204,2014,Lincoln,MKX AWD,460,466.9973023
2214,2014,NISSAN,MURANO AWD,444,434.2710198
2215,2014,NISSAN,MURANO CrossCabriolet,456,458.6780389
2216,2014,NISSAN,PATHFINDER 4WD,417,427.2975857
2217,2014,NISSAN,ROGUE AWD,323,345.7573974
2218,2014,NISSAN,ROGUE SELECT AWD,369,366.6776995
2220,2014,NISSAN,XTERRA 4WD,518,500.9184025
2224,2014,Subaru,OUTBACK AWD,339,352.7308314
2230,2014,Subaru,XV CROSSTREK HYBRID AWD,289,285.8957403
2236,2014,TOYOTA,VENZA 4WD,423,443.2209964
2238,2014,"Volvo Cars of North America, LLC",XC60 AWD,434,443.121378
2241,2014,"Volvo Cars of North America, LLC",XC70 AWD,420,433.7069153
2244,2014,Cadillac,ESCALADE ESV 2WD,571,592.6211793
2248,2014,Chevrolet,TRAVERSE FWD,465,463.8259419
2249,2014,Dodge,Durango RWD,435,459.7351551
2251,2014,Ford,EXPEDITION 2WD FFV,557,567.2502963
2253,2014,Ford,EXPLORER FWD,389,382.5014917
2255,2014,Ford,FLEX FWD,437,450.1944305
2258,2014,GMC,C10 YUKON  XL 2WD,571,592.6211793
2259,2014,GMC,C10 YUKON 2WD,521,550.1320678
2262,2014,INFINITI,QX80 2WD,562,590.7245672
2264,2014,Jeep,Grand Cherokee 4X2,443,459.7351551
2266,2014,Lincoln,MKT FWD,446,456.5371512
2267,2014,Lincoln,NAVIGATOR 2WD FFV,557,567.2502963
2270,2014,NISSAN,ARMADA 2WD,608,584.3552029
2271,2014,NISSAN,PATHFINDER Hybrid 2WD,319,331.0201375
2274,2014,"Volvo Cars of North America, LLC",XC90 FWD,454,451.1405004
2275,2014,Audi,Q7,466,449.4907422
2277,2014,BMW,X5 sDrive35i,406,446.0040252
2285,2014,Cadillac,ESCALADE AWD,581,606.5680474
2287,2014,Cadillac,SRX AWD,482,474.2860929
2295,2014,Ford,EXPLORER AWD,489,479.8984819
2297,2014,Ford,FLEX AWD,484,479.8984819
2298,2014,Ford,FLEX AWD,458,460.6545815
2300,2014,GMC,K10 YUKON  4WD,521,550.1320678
2304,2014,INFINITI,QX60 AWD,325,350.1282304
2306,2014,Jeep,Grand Cherokee 4X4,429,435.5438742
2307,2014,Jeep,Grand Cherokee 4X4,458,470.1953062
2308,2014,Jeep,Grand Cherokee 4X4,560,590.1071757
2309,2014,Jeep,Grand Cherokee SRT8,595,636.7137175
2311,2014,Land Rover,Range Rover,466,482.6815107
2312,2014,Land Rover,Range Rover,584,609.8821709
2315,2014,Land Rover,Range Rover L FFV,466,482.6815107
2318,2014,Land Rover,Range Rover Sport,569,592.4485858
2320,2014,Land Rover,Range Rover Sport FFV,554,592.4485858
2323,2014,Lincoln,NAVIGATOR 4WD FFV,609,581.1971643
2328,2014,Mercedes-Benz,GL 63 AMG,615,631.2041264
2331,2014,Mercedes-Benz,ML 550 4MATIC,552,570.9660732
2334,2014,NISSAN,ARMADA 4WD,626,601.788788
2336,2014,Porsche,Cayenne,468,484.1421742
2337,2014,Porsche,Cayenne,513,502.1798291
2339,2014,Porsche,Cayenne GTS,543,568.5383663
2342,2014,Porsche,Cayenne Turbo,525,563.3752476
2347,2014,TOYOTA,HIGHLANDER HYBRID AWD,319,331.0742064
2352,2014,Volkswagen,TOUAREG,445,442.5173082
2358,2015,Alfa Romeo,4C,317,358.7251859
2359,2015,Aston Martin Lagonda Ltd,V12 Vantage S,628,657.7358567
2360,2015,Aston Martin Lagonda Ltd,V8 Vantage,552,565.6690408
2363,2015,Aston Martin Lagonda Ltd,V8 Vantage S,582,579.9179438
2365,2015,Aston Martin Lagonda Ltd,Vantage GT,582,579.9179438
2366,2015,Audi,R8,538,535.8653709
2367,2015,Audi,R8,622,581.494727
2368,2015,Audi,R8,557,589.5118231
2369,2015,Audi,R8,618,621.1943111
2376,2015,BMW,Z4 sDrive28i,341,381.8974219
2386,2015,"Ferrari North America, Inc.",458 Italia,612,576.7599052
